Incident Number,Time in Alarm DateTime,Incident Date,Total Time Dispatch Notified to Last Unit Cleared(seconds),Incident Type Code,Incident Type,Location Street Address,Latitude,Longitude,Location ZIP
23-0023879,6/26/2023 14:43,6/26/2023,2696,131,Passenger vehicle fire,5701 West PLEASANT RIDGE Road,32.666358,-97.204508,76016
23-0023902,6/26/2023 16:20,6/26/2023,1784,113,"Cooking fire, confined to container",821 DOVE MEADOWS Drive,32.750442,-97.136243,76002
23-0023933,6/26/2023 19:24,6/26/2023,2355,131,Passenger vehicle fire,US 287 NB TO I20 EB RMP,32.68354,-97.192261,76060
23-0023938,6/26/2023 19:10,6/26/2023,4759,111,Building fire,727 CYPRESS CHASE Drive,32.766476,-97.099876,76011
23-0024156,6/28/2023 15:14,6/28/2023,1526,111,Building fire,2609 NIKOS PLC,32.696749,-97.125294,76006
23-0024328,6/29/2023 18:09,6/29/2023,4945,160,"Special outside fire, other",6803 SHOAL CREEK Drive,32.633734,-97.124822,76001
23-0024331,6/29/2023 18:19,6/29/2023,9186,111,Building fire,2451 SPANISH Trail,32.677382,-97.218077,76016
23-0024448,6/30/2023 17:45,6/30/2023,16118,111,Building fire,1751 HIDDEN BLUFF Trail,32.776241,-97.080946,76006
23-0024549,7/1/2023 15:16,7/1/2023,4003,131,Passenger vehicle fire,3377 South SH 360 Freeway,32.716105,-97.071063,76010
23-0024566,7/1/2023 18:39,7/1/2023,1502,154,Dumpster or other outside trash receptacle fire,2309 SEMINOLE Drive,32.716105,-97.071063,76010
23-0024567,7/1/2023 18:47,7/1/2023,1241,118,"Trash or rubbish fire, contained",1206 COLORADO Lane,32.701036,-97.098162,76015
23-0024581,7/1/2023 20:43,7/1/2023,1420,113,"Cooking fire, confined to container",434 West PARK ROW Drive,32.696969,-97.125738,76010
23-0024599,7/2/2023 0:00,7/2/2023,858,118,"Trash or rubbish fire, contained",800 DIAMOND OAKS Circle,32.633696,-97.124797,76018
23-0024600,7/2/2023 0:05,7/2/2023,622,162,Outside equipment fire,708 WOODARD Way,32.770746,-97.097112,76011
23-0024604,7/2/2023 1:09,7/2/2023,483,151,"Outside rubbish, trash or waste fire",JASON Drive,32.683403,-97.191991,76017
23-0024683,7/2/2023 13:36,7/2/2023,816,113,"Cooking fire, confined to container",1501 CLOVER HILL Road,32.750442,-97.136243,76012
23-0024696,7/2/2023 15:06,7/2/2023,2396,160,"Special outside fire, other", South COLLINS Street,32.707677,-97.097529,76010
23-0024757,7/3/2023 2:09,7/3/2023,400,151,"Outside rubbish, trash or waste fire",3765 JASON Drive,32.683403,-97.191991,76016
23-0024879,7/3/2023 21:05,7/3/2023,4470,130,"Mobile property (vehicle) fire, other",7409 US 287 Highway,32.629299,-97.171816,76001
23-0024884,7/3/2023 22:34,7/3/2023,856,143,Grass fire,1410 NELSON Terrace,32.750685,-97.136187,76011
23-0024887,7/3/2023 22:29,7/3/2023,4863,131,Passenger vehicle fire,4705 WEYHILL Drive,32.683518,-97.192228,76013
23-0024953,7/4/2023 12:57,7/4/2023,1108,113,"Cooking fire, confined to container",1805 SILVER MARTEN Trail,32.737166,-97.121973,76005
23-0025024,7/4/2023 22:00,7/4/2023,626,151,"Outside rubbish, trash or waste fire",1231 CEDARLAND PLAZA Drive,32.767146,-97.089466,76011
23-0025028,7/4/2023 22:13,7/4/2023,1431,154,Dumpster or other outside trash receptacle fire,2324 MISTY RIDGE Circle,32.751964,-97.089502,76011
23-0025029,7/4/2023 22:16,7/4/2023,1361,154,Dumpster or other outside trash receptacle fire,2580 East ARKANSAS Lane,32.700382,-97.068303,76010
23-0025033,7/4/2023 23:03,7/4/2023,733,118,"Trash or rubbish fire, contained",2706 HEATHER HILL Court,32.785081,-97.061622,76006
23-0025037,7/4/2023 23:32,7/4/2023,837,151,"Outside rubbish, trash or waste fire",MINERAL SPRINGS Road,32.628592,-97.102649,76001
23-0025042,7/5/2023 0:33,7/5/2023,426,154,Dumpster or other outside trash receptacle fire,1800 CHALICE Road,32.704829,-97.078406,76014
23-0025044,7/5/2023 0:35,7/5/2023,1574,142,Brush or brush-and-grass mixture fire,I20 EB ENTER GREEN OAKS RMP,32.725567,-97.204583,76017
23-0025052,7/5/2023 0:57,7/5/2023,2169,118,"Trash or rubbish fire, contained",1601 Northeast GREEN OAKS BLV,32.77131,-97.074072,76006
23-0025054,7/5/2023 1:38,7/5/2023,606,151,"Outside rubbish, trash or waste fire",2303 West PLEASANT RIDGE Road,32.663871,-97.120822,76015
23-0025144,7/5/2023 17:21,7/5/2023,2738,112,Fires in structure other than in a building,2414 WIMBLEDON Drive,32.663871,-97.120822,76017
23-0025158,7/5/2023 18:57,7/5/2023,2414,111,Building fire,3619 DANIEL Drive,32.739042,-97.113752,76014
23-0025170,7/5/2023 21:03,7/5/2023,1463,151,"Outside rubbish, trash or waste fire",4357 GREEN ACRES Circle,32.683519,-97.192318,76001
23-0025176,7/5/2023 22:20,7/5/2023,412,151,"Outside rubbish, trash or waste fire",1615 STONELEIGH Court,32.795743,-97.087094,76011
23-0025178,7/5/2023 22:33,7/5/2023,1642,154,Dumpster or other outside trash receptacle fire,3600 West ARKANSAS Lane,32.717567,-97.14933,76016
23-0025256,7/6/2023 14:48,7/6/2023,819,151,"Outside rubbish, trash or waste fire",3514 LAGUSTRUM Court,32.739042,-97.113752,76017
23-0025323,7/6/2023 23:01,7/6/2023,1686,154,Dumpster or other outside trash receptacle fire,1316 ANDOVER Court,32.716105,-97.071063,76010
23-0025437,7/7/2023 18:25,7/7/2023,7612,111,Building fire,4920 South COOPER Street,32.738483,-97.113675,76017
23-0025449,7/7/2023 20:14,7/7/2023,389,150,"Outside rubbish fire, other",4911 South COOPER Street,32.663053,-97.12078,76017
23-0025468,7/7/2023 22:39,7/7/2023,1040,131,Passenger vehicle fire,600 West ARBROOK BLV,32.663871,-97.120822,76014
23-0025484,7/8/2023 0:51,7/8/2023,878,143,Grass fire,WOODLAND SPRINGS Drive,32.667843,-97.203825,76001
23-0025501,7/8/2023 4:42,7/8/2023,2932,131,Passenger vehicle fire,2305 FOREST OAKS Circle,32.77131,-97.074072,76006
23-0025619,7/8/2023 22:30,7/8/2023,1102,113,"Cooking fire, confined to container",6016 South COOPER Street,32.633658,-97.124822,76001
23-0025625,7/8/2023 23:15,7/8/2023,1208,154,Dumpster or other outside trash receptacle fire,501 East DIVISION Street,32.73293,-97.097945,76011
23-0025638,7/9/2023 0:50,7/9/2023,10449,111,Building fire,2413 JEWELL Drive,32.696867,-97.125351,76016
23-0025702,7/9/2023 15:48,7/9/2023,997,154,Dumpster or other outside trash receptacle fire,1517 South COOPER Street,32.714914,-97.132415,76013
23-0025718,7/9/2023 17:59,7/9/2023,1608,142,Brush or brush-and-grass mixture fire,2013 East PARK ROW Drive,32.716106,-97.071262,76010
23-0025758,7/10/2023 5:14,7/10/2023,1548,154,Dumpster or other outside trash receptacle fire,2221 DANIEL Drive,32.701036,-97.098162,76010
23-0025760,7/10/2023 5:34,7/10/2023,1458,151,"Outside rubbish, trash or waste fire",East INWOOD Drive,32.716105,-97.071063,76010
23-0025796,7/10/2023 12:06,7/10/2023,3740,151,"Outside rubbish, trash or waste fire",ROARING SPRINGS Road,32.598672,-97.09072,76002
23-0025799,7/10/2023 13:16,7/10/2023,1059,143,Grass fire,I20 EB EXIT COLLINS,32.700936,-97.098128,76018
23-0025807,7/10/2023 13:50,7/10/2023,3086,131,Passenger vehicle fire,South COOPER Street,32.66326,-97.12061,76017
23-0025995,7/11/2023 21:01,7/11/2023,2639,113,"Cooking fire, confined to container",930 BENGE Drive,32.71481,-97.132302,76013
23-0026013,7/12/2023 1:17,7/12/2023,2525,111,Building fire,1011 WAVERLY Drive,32.663427,-97.120656,76015
23-0026099,7/12/2023 14:55,7/12/2023,1304,151,"Outside rubbish, trash or waste fire",1011 WAVERLY Drive,32.71481,-97.132302,76015
23-0026143,7/12/2023 20:40,7/12/2023,1381,143,Grass fire,5903 Wil West SUBLETT Road,32.70092,-97.098151,76017
23-0026152,7/12/2023 21:01,7/12/2023,2441,111,Building fire,1501 HORSEWAY Drive,32.71492,-97.132306,76012
23-0026288,7/13/2023 18:50,7/13/2023,2396,131,Passenger vehicle fire,BROWNING Drive,32.716105,-97.071063,76010
23-0026370,7/14/2023 11:41,7/14/2023,1160,160,"Special outside fire, other",1900 BONAPARTE Drive,32.695896,-97.125333,76006
23-0026391,7/14/2023 14:34,7/14/2023,9299,111,Building fire,3301 MATLOCK Road,32.738483,-97.113675,76014
23-0026396,7/14/2023 15:00,7/14/2023,2231,131,Passenger vehicle fire,3800-BLK East I30 Freeway,32.719888,-97.07175,76011
23-0026445,7/14/2023 21:23,7/14/2023,748,143,Grass fire,CONVENTION CENTER Drive,32.716116,-97.07131,76001
23-0026450,7/14/2023 20:58,7/14/2023,5564,111,Building fire,5006 SOUTHPOINT Drive,32.663395,-97.120763,76017
23-0026457,7/14/2023 21:08,7/14/2023,7381,111,Building fire,2615 ALEXIS Avenue,32.766438,-97.100005,76006
23-0026636,7/16/2023 4:38,7/16/2023,6671,111,Building fire,1533 DANIEL Drive,32.716066,-97.071279,76010
23-0026680,7/16/2023 11:43,7/16/2023,3784,131,Passenger vehicle fire,4602 TIMBER RUN Drive,32.654744,-97.195376,76001
23-0026718,7/16/2023 15:45,7/16/2023,10274,111,Building fire,1508 DALE Drive,0,0,76010
23-0026743,7/16/2023 22:31,7/16/2023,883,143,Grass fire,COOPER Street,32.663442,-97.120671,76015
23-0026827,7/17/2023 13:55,7/17/2023,4197,111,Building fire,1710 MONACO Drive,32.720056,-97.087327,76010
23-0026835,7/17/2023 15:16,7/17/2023,1066,113,"Cooking fire, confined to container",205 East FRONT Street,32.720056,-97.087327,76011
23-0026867,7/17/2023 18:33,7/17/2023,890,143,Grass fire,2400 North COLLINS Street,32.766089,-97.100007,76006
23-0026964,7/18/2023 13:26,7/18/2023,3058,111,Building fire,1911 PARK Avenue North,32.735557,-97.106513,76010
23-0026985,7/18/2023 15:29,7/18/2023,2576,143,Grass fire,3300 E. I 30 WB,32.771419,-97.074123,76018
23-0027005,7/18/2023 17:32,7/18/2023,2526,151,"Outside rubbish, trash or waste fire",3149 South COOPER Street,32.720056,-97.087327,76015
23-0027013,7/18/2023 18:31,7/18/2023,10090,111,Building fire,2300 STONEGATE Street,32.675049,-97.198167,76010
23-0027031,7/18/2023 21:20,7/18/2023,1202,143,Grass fire,WOODLAND OAKS Drive,32.709511,-97.18808,76013
23-0027088,7/19/2023 11:31,7/19/2023,814,118,"Trash or rubbish fire, contained",5005 South COOPER Street,32.667709,-97.134137,76017
23-0027089,7/19/2023 11:37,7/19/2023,875,143,Grass fire,South SH 360 Freeway,32.745362,-97.062443,76011
23-0027172,7/19/2023 20:04,7/19/2023,5510,111,Building fire,2530 Windy Pinw Lane,32.70385,-97.140816,76015
23-0027173,7/19/2023 20:16,7/19/2023,1726,113,"Cooking fire, confined to container",3200 South CENTER Street,32.693211,-97.107608,76014
23-0027265,7/20/2023 12:38,7/20/2023,1889,113,"Cooking fire, confined to container",1001 Northeast GREEN OAKS BLV,32.784559,-97.094625,76006
23-0027273,7/20/2023 13:28,7/20/2023,3528,143,Grass fire,SH 360 SB,32.691425,-97.062777,76014
23-0027386,7/21/2023 11:14,7/21/2023,3077,154,Dumpster or other outside trash receptacle fire,2251 East BARDIN Road,32.674995,-97.074866,76018
23-0027469,7/21/2023 20:17,7/21/2023,2879,150,"Outside rubbish fire, other",1100 COKE Drive,32.728176,-97.091595,76010
23-0027479,7/21/2023 21:43,7/21/2023,18,142,Brush or brush-and-grass mixture fire,2201 East ROAD TO SIX FLAGS Street,32.752449,-97.07228,76011
23-0027495,7/21/2023 23:34,7/21/2023,975,113,"Cooking fire, confined to container",1300 NATCHES Drive,32.697257,-97.091427,76014
23-0027512,7/22/2023 3:24,7/22/2023,1769,151,"Outside rubbish, trash or waste fire",2100-BLK SOUTHRIDGE Drive,32.709719,-97.100803,76010
23-0027518,7/22/2023 5:55,7/22/2023,1719,130,"Mobile property (vehicle) fire, other",2526 South COOPER Street,32.703498,-97.119555,76015
23-0027519,7/22/2023 6:11,7/22/2023,7190,111,Building fire,2518 WINDY PINE Lane,32.704207,-97.140446,76015
23-0027537,7/22/2023 10:39,7/22/2023,3488,154,Dumpster or other outside trash receptacle fire,205 East FRONT Street,32.737805,-97.105425,76011
23-0027561,7/22/2023 14:21,7/22/2023,908,113,"Cooking fire, confined to container",3017 NORWOOD Lane,32.726017,-97.15856,76013
23-0027650,7/23/2023 9:15,7/23/2023,1547,143,Grass fire,West I20 HWY WB,32.677602,-97.115072,76017
23-0027673,7/23/2023 14:10,7/23/2023,1217,143,Grass fire,I20 EB ENTER GREEN OAKS RMP,32.674791,-97.194256,76017
23-0027674,7/23/2023 14:22,7/23/2023,1794,143,Grass fire,6404 High Country Trail,32.67406,-97.199464,76018
23-0027750,7/23/2023 23:31,7/23/2023,1040,143,Grass fire,5101 West SUBLETT Road,32.646254,-97.185802,76017
23-0027810,7/24/2023 12:22,7/24/2023,2141,131,Passenger vehicle fire,7750 SHARON LEE Drive,32.619915,-97.149936,76001
23-0027835,7/24/2023 16:12,7/24/2023,6885,143,Grass fire,1209 BELL Street,32.616541,-97.137663,76001
23-0027851,7/24/2023 17:41,7/24/2023,9747,111,Building fire,1711 West LAVENDER Lane,32.712267,-97.13483,76013
23-0027853,7/24/2023 17:22,7/24/2023,3961,131,Passenger vehicle fire,735 West SUBLETT Road,32.644937,-97.116026,76001
23-0027872,7/24/2023 20:53,7/24/2023,1424,118,"Trash or rubbish fire, contained",2605 LYNNWOOD Drive,32.724989,-97.151034,76013
23-0027879,7/24/2023 22:27,7/24/2023,1876,150,"Outside rubbish fire, other",431 East STONECREEK Drive,32.705087,-97.105331,76014
23-0027929,7/25/2023 11:10,7/25/2023,9373,111,Building fire,808 CHAPARRAL Lane,32.745659,-97.135122,76012
23-0027954,7/25/2023 14:00,7/25/2023,797,130,"Mobile property (vehicle) fire, other",South SH 360 Freeway,32.745362,-97.062443,76011
23-0027963,7/25/2023 14:25,7/25/2023,2149,151,"Outside rubbish, trash or waste fire",819 East PIONEER PWY,32.70857,-97.098684,76010
23-0027974,7/25/2023 16:20,7/25/2023,802,142,Brush or brush-and-grass mixture fire,1001 West MAYFIELD Road,32.692768,-97.123513,76013
23-0027997,7/25/2023 19:24,7/25/2023,834,150,"Outside rubbish fire, other",2109 SOUTHRIDGE Drive,32.708978,-97.10023,76010
23-0028102,7/26/2023 16:10,7/26/2023,1252,143,Grass fire,1717 CALIFORNIA Lane,32.699492,-97.135827,76015
23-0028106,7/26/2023 17:01,7/26/2023,1648,151,"Outside rubbish, trash or waste fire",5629 MANSFIELD Road,32.654838,-97.136294,76013
23-0028220,7/27/2023 15:06,7/27/2023,1351,113,"Cooking fire, confined to container",2307 SOUTHERN OAK Drive,32.774174,-97.098255,76011
23-0028313,7/28/2023 6:16,7/28/2023,1857,150,"Outside rubbish fire, other",BELL Street,32.616363,-97.139484,76018
23-0028388,7/28/2023 18:04,7/28/2023,482,140,"Natural vegetation fire, other",5775 West PLEASANT RIDGE Road,32.682067,-97.195581,76016
23-0028428,7/28/2023 21:54,7/28/2023,566,143,Grass fire,1912 South COOPER Street,32.713959,-97.114644,76013
23-0028431,7/28/2023 21:29,7/28/2023,2532,143,Grass fire,2410 HOLLOWRIDGE Lane,32.771133,-97.066054,76006
23-0028480,7/29/2023 8:50,7/29/2023,3329,151,"Outside rubbish, trash or waste fire",1108 VALLEY VIEW Drive,32.725702,-97.093588,76010
23-0028488,7/29/2023 11:21,7/29/2023,215,150,"Outside rubbish fire, other",906 MAGNOLIA Street,32.747875,-97.11999,76012
23-0028541,7/29/2023 17:02,7/29/2023,8458,111,Building fire,2317 FORESTER Circle,32.771404,-97.083075,76006
23-0028588,7/29/2023 23:34,7/29/2023,1995,154,Dumpster or other outside trash receptacle fire,1222 GIBBINS Road,32.754398,-97.112153,76011
23-0028655,7/30/2023 12:58,7/30/2023,3653,150,"Outside rubbish fire, other",126 ORAM Street,32.72183,-97.100551,76010
23-0028659,7/30/2023 14:16,7/30/2023,1024,143,Grass fire,1600 BROWN BLV,32.774301,-97.087713,76006
23-0028678,7/30/2023 16:07,7/30/2023,1843,130,"Mobile property (vehicle) fire, other",2111 WILSON Drive,32.767419,-97.10863,76011
23-0028689,7/30/2023 17:15,7/30/2023,1329,111,Building fire,2301 FOXCROFT Lane,32.685986,-97.069746,76014
23-0028705,7/30/2023 18:58,7/30/2023,2079,152,Garbage dump or sanitary landfill fire,3201 East PIONEER PWY,32.712905,-97.050272,76010
23-0028741,7/31/2023 1:32,7/31/2023,6946,154,Dumpster or other outside trash receptacle fire,3011 PINEWOOD Drive,32.716477,-97.057165,76010
23-0028776,7/31/2023 9:29,7/31/2023,1015,113,"Cooking fire, confined to container",101 South CENTER Street,32.737103,-97.107027,76010
23-0028787,7/31/2023 10:51,7/31/2023,1862,143,Grass fire,South SH 360 Freeway,32.745362,-97.062443,76011
23-0028792,7/31/2023 11:18,7/31/2023,4161,111,Building fire,501 GREEN OAKS Court,32.784671,-97.112395,76006
23-0028794,7/31/2023 11:47,7/31/2023,1353,150,"Outside rubbish fire, other",1001 COOPER SQUARE Circle,32.712354,-97.11699,76013
23-0028879,7/31/2023 22:20,7/31/2023,1028,154,Dumpster or other outside trash receptacle fire,2121 West DIVISION Street,32.735921,-97.143617,76012
23-0028887,8/1/2023 0:15,8/1/2023,1339,142,Brush or brush-and-grass mixture fire,7207 LAKE JACKSON Drive,32.62602,-97.076299,76002
23-0028953,8/1/2023 13:49,8/1/2023,1566,113,"Cooking fire, confined to container",5821 ROCK MEADOW Trail,32.656515,-97.197039,76017
23-0028983,8/1/2023 16:28,8/1/2023,3388,143,Grass fire,2001 TIMBERLAKE Drive,32.715098,-97.050025,76010
23-0028998,8/1/2023 18:06,8/1/2023,980,151,"Outside rubbish, trash or waste fire",2020 South COOPER Street,32.710799,-97.114742,76013
23-0029014,8/1/2023 20:07,8/1/2023,1137,118,"Trash or rubbish fire, contained",2912 FOREST POINT Drive,32.787721,-97.063846,76006
23-0029090,8/2/2023 13:04,8/2/2023,3073,131,Passenger vehicle fire,4700 West PIONEER PWY,32.721677,-97.180313,76013
23-0029099,8/2/2023 14:56,8/2/2023,569,143,Grass fire,602 North EAST Street,32.743996,-97.10339,76011
23-0029104,8/2/2023 14:47,8/2/2023,5979,111,Building fire,1404 LAS JARDINES Court,32.722646,-97.135796,76013
23-0029136,8/2/2023 19:35,8/2/2023,1743,131,Passenger vehicle fire,7100 Rus US 287 Highway,32.615407,-97.160532,76001
23-0029172,8/3/2023 2:52,8/3/2023,8882,111,Building fire,6400 TEALCOVE Drive,32.664807,-97.208501,76017
23-0029185,8/3/2023 8:07,8/3/2023,3979,131,Passenger vehicle fire,West I30 Freeway,32.759519,-97.101925,76011
23-0029325,8/4/2023 9:27,8/4/2023,1062,118,"Trash or rubbish fire, contained",6201 VALLEY FORGE Court,32.644622,-97.111585,76017
23-0029342,8/4/2023 12:02,8/4/2023,579,142,Brush or brush-and-grass mixture fire,425 CURTIS MATHES Way,32.680541,-97.104962,76014
23-0029408,8/4/2023 20:01,8/4/2023,7178,111,Building fire,4102 TWINHILL Court,32.682668,-97.207204,76016
23-0029410,8/4/2023 21:38,8/4/2023,628,143,Grass fire,East LAMAR BLV,32.763479,-97.085365,76006
23-0029438,8/5/2023 3:33,8/5/2023,4906,111,Building fire,2708 South CAPISTRANO Court,32.700288,-97.148159,76015
23-0029484,8/5/2023 13:55,8/5/2023,10252,142,Brush or brush-and-grass mixture fire,2803 NE Green Oaks Beach,32.79007,-97.063069,75050
23-0029509,8/5/2023 18:07,8/5/2023,1071,143,Grass fire,2900 East ABRAM Street,32.736635,-97.0566,76010
23-0029584,8/6/2023 4:49,8/6/2023,4463,143,Grass fire,South COLLINS Street,32.691765,-97.097774,76010
23-0029586,8/6/2023 6:16,8/6/2023,561,140,"Natural vegetation fire, other",1020 GIBBINS Road,32.750603,-97.111437,76011
23-0029644,8/6/2023 17:57,8/6/2023,809,143,Grass fire,2012 MAYFIELD VILLA Drive,32.690012,-97.075667,76014
23-0029666,8/6/2023 21:06,8/6/2023,1467,131,Passenger vehicle fire,2410 BALLPARK Way,32.77454,-97.073698,76006
23-0029668,8/6/2023 21:49,8/6/2023,3317,142,Brush or brush-and-grass mixture fire,140 South BOWEN Road,32.734367,-97.149568,76013
23-0029685,8/7/2023 0:11,8/7/2023,1679,154,Dumpster or other outside trash receptacle fire,704 East PIONEER PWY,32.708072,-97.100306,76014
23-0029691,8/7/2023 0:42,8/7/2023,3940,154,Dumpster or other outside trash receptacle fire,2111 SOUTHRIDGE Drive,32.708874,-97.100472,76010
23-0029692,8/7/2023 0:57,8/7/2023,3440,160,"Special outside fire, other",1650 East RANDOL MILL Road,32.750293,-97.086348,76011
23-0029694,8/7/2023 1:32,8/7/2023,12773,111,Building fire,6200 COOL SPRINGS Drive,32.646156,-97.174096,76001
23-0029720,8/7/2023 7:12,8/7/2023,1546,151,"Outside rubbish, trash or waste fire",908 GREEK ROW Drive,32.730133,-97.119503,76013
23-0029830,8/7/2023 22:56,8/7/2023,647,151,"Outside rubbish, trash or waste fire",708 East SANFORD Street,32.742606,-97.100136,76011
23-0029844,8/8/2023 1:27,8/8/2023,7575,111,Building fire,2100 CYPRESS CLUB Drive,32.712875,-97.072562,76010
23-0029847,8/8/2023 2:04,8/8/2023,1045,143,Grass fire,2513 HOLLANDALE Circle,32.733692,-97.066955,76010
23-0029911,8/8/2023 13:34,8/8/2023,501,143,Grass fire,2580 East ARKANSAS Lane,32.706006,-97.064491,76010
23-0029913,8/8/2023 13:04,8/8/2023,2569,111,Building fire,5502 SILVER MAPLE Drive,32.656339,-97.111305,76018
